iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
FRA,Europe,France,2020-09-28,538569,11123,12115.143,31727,27,63.143,8250.958,170.406,185.606,486.062,0.414,0.967,1.3,1158,17.741,6397,98.003,,,,,,222816,,3.414,168872,2.587,13.939,0.072,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-09-29,542639,4070,12082.571,31808,81,67.143,8313.311,62.353,185.107,487.303,1.241,1.029,1.29,1198,18.354,6482,99.305,,,,,,199489,,3.056,165603,2.537,13.706,0.073,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-09-30,550690,8051,11803,31893,85,68.143,8436.653,123.343,180.824,488.606,1.302,1.044,1.29,1232,18.874,6572,100.684,,,,,,191420,,2.933,163530,2.505,13.855,0.072,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-01,563535,12845,11770.571,31956,63,71,8633.441,196.787,180.327,489.571,0.965,1.088,1.29,1259,19.288,6634,101.634,,,,,,195592,,2.996,161869,2.48,13.752,0.073,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-02,577505,13970,11466.857,32019,63,72.571,8847.463,214.022,175.674,490.536,0.965,1.112,1.29,1270,19.457,6740,103.258,,,,,,209892,,3.216,161296,2.471,14.066,0.071,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-03,589653,12148,10945.571,32155,136,70.571,9033.572,186.109,167.688,492.619,2.084,1.081,1.29,1289,19.748,6740,103.258,,,,,,90297,,1.383,161883,2.48,14.79,0.068,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-04,606625,16972,11311.286,32198,43,71.143,9293.586,260.014,173.291,493.278,0.659,1.09,1.3,1335,20.452,6964,106.69,869.821,13.326,3992.607,61.167,,25537,,0.391,162149,2.484,14.335,0.07,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-05,619170,12545,11514.429,32230,32,71.857,9485.777,192.191,176.403,493.768,0.49,1.101,1.31,1409,21.586,7276,111.469,,,,,,239957,,3.676,164598,2.522,14.295,0.07,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-06,624274,5104,11662.143,32299,69,70.143,9563.971,78.194,178.666,494.826,1.057,1.075,1.32,1417,21.709,7377,113.017,,,,,,217121,,3.326,167117,2.56,14.33,0.07,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-07,634763,10489,12010.429,32365,66,67.429,9724.664,160.693,184.002,495.837,1.011,1.033,1.32,1406,21.54,7514,115.116,,,,,,213763,,3.275,170308,2.609,14.18,0.071,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-08,653509,18746,12853.429,32445,80,69.857,10011.856,287.192,196.916,497.062,1.226,1.07,1.32,1418,21.724,7603,116.479,,,,,,230460,,3.531,175290,2.685,13.638,0.073,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-09,671638,18129,13447.571,32521,76,71.714,10289.595,277.739,206.019,498.227,1.164,1.099,1.32,1439,22.046,7843,120.156,,,,,,258299,,3.957,182205,2.791,13.549,0.074,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-10,691977,20339,14617.714,32630,109,67.857,10601.191,311.597,223.946,499.896,1.67,1.04,1.33,1456,22.306,7976,122.194,,,,,,114011,,1.747,185593,2.843,12.696,0.079,tests performed,43.98,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-11,718873,26896,16035.429,32684,54,69.429,11013.242,412.051,245.665,500.724,0.827,1.064,1.33,1483,22.72,8231,126.1,886.38,13.579,4728.011,72.434,,32057,,0.491,186524,2.858,11.632,0.086,tests performed,43.98,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-12,734974,16101,16543.429,32730,46,71.429,11259.912,246.67,253.448,501.429,0.705,1.094,1.35,1539,23.578,8671,132.841,,,,,,297769,,4.562,194783,2.984,11.774,0.085,tests performed,43.98,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-13,743479,8505,17029.286,32825,95,75.143,11390.21,130.298,260.891,502.884,1.455,1.151,1.35,1633,25.018,8928,136.778,,,,,,274755,,4.209,203016,3.11,11.922,0.084,tests performed,43.98,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-14,756472,12993,17387,32933,108,81.143,11589.265,199.055,266.371,504.539,1.655,1.243,1.35,1664,25.493,9173,140.532,,,,,,277981,,4.259,212190,3.251,12.204,0.082,tests performed,43.98,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-15,779063,22591,17936.286,33037,104,84.571,11935.362,346.098,274.787,506.132,1.593,1.296,1.35,1741,26.672,9584,146.828,,,,,,299928,,4.595,222114,3.403,12.384,0.081,tests performed,43.98,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-16,809684,30621,19720.857,33125,88,86.286,12404.48,469.118,302.126,507.48,1.348,1.322,1.35,1791,27.438,10021,153.523,,,,,,320669,,4.913,231024,3.539,11.715,0.085,tests performed,43.98,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-17,834770,25086,20399,33303,178,96.143,12788.802,384.321,312.516,510.207,2.727,1.473,1.35,1868,28.618,10399,159.314,,,,,,139244,,2.133,234629,3.595,11.502,0.087,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-18,867197,32427,21189.143,33392,89,101.143,13285.588,496.787,324.621,511.57,1.363,1.55,1.36,1939,29.706,10897,166.944,1308.141,20.041,7126.108,109.173,,39893,,0.611,235748,3.612,11.126,0.09,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-19,897034,29837,23151.429,33477,85,106.714,13742.696,457.107,354.683,512.873,1.302,1.635,1.37,2090,32.019,11640,178.327,,,,,,352709,,5.404,243597,3.732,10.522,0.095,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-20,910277,13243,23828.286,33623,146,114,13945.58,202.885,365.053,515.109,2.237,1.746,1.36,2168,33.214,12435,190.506,,,,,,318399,,4.878,249832,3.827,10.485,0.095,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-21,930745,20468,24896.143,33885,262,136,14259.153,313.573,381.413,519.123,4.014,2.084,1.36,2239,34.302,13162,201.644,,,,,,326928,,5.009,256824,3.935,10.316,0.097,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-22,957421,26676,25479.714,34048,163,144.429,14667.833,408.68,390.353,521.62,2.497,2.213,1.36,2310,35.39,14009,214.62,,,,,,352705,,5.403,264364,4.05,10.375,0.096,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-23,999043,41622,27051.286,34210,162,155,15305.489,637.655,414.43,524.102,2.482,2.375,1.36,2432,37.259,14985,229.572,,,,,,384655,,5.893,273505,4.19,10.111,0.099,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-24,1041075,42032,29472.143,34508,298,172.143,15949.425,643.937,451.518,528.668,4.565,2.637,1.35,2491,38.162,15637,239.561,,,,,,164257,,2.516,277078,4.245,9.401,0.106,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-25,1086497,45422,31328.571,34645,137,179,16645.297,695.872,479.958,530.767,2.099,2.742,1.35,2575,39.449,16454,252.078,1768.864,27.099,11664.18,178.697,,46737,,0.716,278056,4.26,8.875,0.113,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-26,1138507,52010,34496.143,34761,116,183.429,17442.098,796.801,528.486,532.544,1.777,2.81,1.36,2761,42.299,17761,272.101,,,,,,427424,,6.548,288729,4.423,8.37,0.119,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-27,1165278,26771,36428.714,35018,257,199.286,17852.234,410.136,558.093,536.481,3.937,3.053,1.35,2909,44.566,18955,290.393,,,,,,383878,,5.881,298083,4.567,8.183,0.122,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-28,1198695,33417,38278.571,35541,523,236.571,18364.187,511.953,586.433,544.493,8.012,3.624,1.34,3036,46.512,20184,309.222,,,,,,375940,,5.759,305085,4.674,7.97,0.125,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-29,1235132,36437,39673,35785,244,248.143,18922.408,558.22,607.796,548.232,3.738,3.802,1.33,3147,48.213,21160,324.174,,,,,,386048,,5.914,309848,4.747,7.81,0.128,tests performed,49.54,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-30,1282769,47637,40532.286,36020,235,258.571,19652.214,729.806,620.961,551.832,3.6,3.961,1.32,3368,51.598,22153,339.387,,,,,,411176,,6.299,313637,4.805,7.738,0.129,tests performed,78.7,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-10-31,1331984,49215,41558.429,36565,545,293.857,20406.195,753.981,636.681,560.181,8.349,4.502,1.31,3443,52.747,23013,352.563,,,,,,175241,,2.685,315206,4.829,7.585,0.132,tests performed,78.7,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-11-01,1364625,32641,39732.571,36788,223,306.143,20906.26,500.065,608.709,563.598,3.416,4.69,1.3,3569,54.678,24008,367.806,2537.385,38.873,16465.244,252.25,,46300,,0.709,315144,4.828,7.932,0.126,tests performed,78.7,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-11-02,1413915,49290,39344,37019,231,322.571,21661.39,755.13,602.756,567.137,3.539,4.942,1.3,3721,57.006,25120,384.842,,,,,,445347,,6.823,317704,4.867,8.075,0.124,tests performed,78.7,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-11-03,1466433,52518,43022.143,37435,416,345.286,22465.974,804.584,659.106,573.51,6.373,5.29,1.29,3869,59.274,26242,402.031,,,,,,390567,,5.984,318660,4.882,7.407,0.135,tests performed,78.7,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-11-04,1502763,36330,43438.286,38289,854,392.571,23022.555,556.581,665.481,586.593,13.083,6.014,1.28,4080,62.506,27511,421.473,,,,,,361993,,5.546,316667,4.851,7.29,0.137,tests performed,78.7,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-11-05,1543321,40558,44027,38674,385,412.714,23643.909,621.355,674.5,592.491,5.898,6.323,1.28,4221,64.666,28403,435.138,,,,,,376158,,5.763,315255,4.83,7.16,0.14,tests performed,78.7,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-11-06,1601367,58046,45514,39037,363,431,24533.183,889.273,697.281,598.053,5.561,6.603,1.27,4321,66.198,28955,443.595,,,,,,383528,,5.876,311305,4.769,6.84,0.146,tests performed,78.7,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-11-07,1661853,60486,47124.143,39865,828,471.429,25459.837,926.655,721.949,610.738,12.685,7.222,1.27,4410,67.562,29396,450.351,,,,,,148063,,2.268,307422,4.71,6.524,0.153,tests performed,78.7,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-11-08,1748705,86852,54868.571,40169,304,483,26790.423,1330.586,840.595,615.395,4.657,7.4,,4527,69.354,30217,462.929,2958.172,45.32,18729.896,286.945,,34096,,0.522,305679,4.683,5.571,0.179,tests performed,78.7,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-11-09,1787324,38619,53344.143,40439,270,488.571,27382.072,591.649,817.24,619.532,4.136,7.485,,,,,,,,,,,376615,,5.77,295860,4.533,5.546,0.18,tests performed,78.7,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-11-10,1807479,20155,48720.857,40987,548,507.429,27690.85,308.778,746.411,627.927,8.395,7.774,,,,,,,,,,,,,,,,,,,,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-11-11,1829659,22180,46699.429,42207,1220,559.714,28030.65,339.801,715.442,646.618,18.691,8.575,,,,,,,,,,,,,,,,,,,,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-11-12,1865538,35879,46031,42535,328,551.571,28580.322,549.672,705.202,651.643,5.025,8.45,,,,,,,,,,,,,,,,,,,,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
FRA,Europe,France,2020-11-13,1898710,33172,42477.571,42960,425,560.429,29088.522,508.2,650.763,658.154,6.511,8.586,,,,,,,,,,,,,,,,,,,,65273512,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901
